user_id,place_id,label,interaction_type,user_age,user_budget,user_crowd_preference,place_category,place_rating,place_cost,place_crowd_level,place_city,category_in_preferences,budget_match,crowd_match
1,533,1,click,42,500.0,very_low,cultural,3.3,731.23,very_low,Kerala,0,1,1
2,464,1,click,28,500.0,moderate,nature,4.11,508.2,high,Jaipur,1,1,0
2,142,1,click,28,500.0,moderate,nature,4.74,699.22,high,Delhi,1,1,0
2,324,1,click,28,500.0,moderate,nature,4.42,691.67,moderate,Chennai,1,1,1
2,154,3,preview_viewed,28,500.0,moderate,cultural,4.32,597.66,very_low,Delhi,0,1,0
2,392,1,click,28,500.0,moderate,museum,4.72,706.7,high,Hyderabad,1,1,0
2,179,1,click,28,500.0,moderate,museum,4.39,407.46,moderate,Bangalore,1,1,1
2,213,1,click,28,500.0,moderate,shopping,4.31,178.83,very_low,Bangalore,0,1,0
2,143,1,click,28,500.0,moderate,beach,4.96,2190.26,very_low,Delhi,1,0,0
2,590,3,preview_viewed,28,500.0,moderate,museum,4.33,484.13,very_low,Rajasthan,1,1,0
2,531,1,search,28,500.0,moderate,nature,3.9,512.18,high,Kerala,1,1,0
2,464,1,click,28,500.0,moderate,nature,4.11,508.2,high,Jaipur,1,1,0
2,544,1,search,28,500.0,moderate,museum,2.7,530.46,high,Kerala,1,1,0
2,179,3,route_requested,28,500.0,moderate,museum,4.39,407.46,moderate,Bangalore,1,1,1
2,156,3,preview_viewed,28,500.0,moderate,museum,3.41,383.66,high,Bangalore,1,1,0
2,498,1,click,28,500.0,moderate,beach,4.86,2425.54,moderate,Goa,1,0,1
2,500,3,route_requested,28,500.0,moderate,cultural,4.06,378.67,low,Goa,0,1,0
2,78,3,preview_viewed,28,500.0,moderate,nature,4.74,606.59,high,Mumbai,1,1,0
2,283,1,click,28,500.0,moderate,beach,4.21,2560.1,moderate,Kolkata,1,0,1
2,336,0,skip,28,500.0,moderate,nature,3.43,562.44,moderate,Chennai,1,1,1
2,464,3,preview_viewed,28,500.0,moderate,nature,4.11,508.2,high,Jaipur,1,1,0
2,614,1,click,28,500.0,moderate,museum,3.94,654.36,moderate,Rajasthan,1,1,1
2,78,1,click,28,500.0,moderate,nature,4.74,606.59,high,Mumbai,1,1,0
2,252,3,preview_viewed,28,500.0,moderate,shopping,4.75,276.14,high,Kolkata,0,1,0
2,514,1,click,28,500.0,moderate,museum,4.64,597.68,high,Goa,1,1,0
2,517,1,click,28,500.0,moderate,museum,4.84,311.99,low,Goa,1,1,0
2,276,1,search,28,500.0,moderate,beach,3.08,2798.5,moderate,Kolkata,1,0,1
2,464,3,route_requested,28,500.0,moderate,nature,4.11,508.2,high,Jaipur,1,1,0
2,586,1,click,28,500.0,moderate,beach,3.75,2698.44,moderate,Rajasthan,1,0,1
2,255,1,click,28,500.0,moderate,beach,4.06,2616.14,low,Kolkata,1,0,0
2,538,1,click,28,500.0,moderate,museum,2.39,429.62,very_high,Kerala,1,1,0
2,219,1,click,28,500.0,moderate,museum,3.95,703.38,high,Bangalore,1,1,0
2,51,5,save,28,500.0,moderate,nature,3.86,636.89,very_high,Mumbai,1,1,0
2,4,1,search,28,500.0,moderate,shopping,3.52,352.84,moderate,Mumbai,0,1,1
2,143,3,preview_viewed,28,500.0,moderate,beach,4.96,2190.26,very_low,Delhi,1,0,0
2,193,1,click,28,500.0,moderate,nature,3.52,587.02,moderate,Bangalore,1,1,1
2,472,1,click,28,500.0,moderate,cultural,2.57,358.71,very_high,Goa,0,1,0
2,255,3,preview_viewed,28,500.0,moderate,beach,4.06,2616.14,low,Kolkata,1,0,0
3,290,1,click,36,500.0,high,religious,3.35,354.19,high,Kolkata,0,1,1
3,555,3,preview_viewed,36,500.0,high,food,4.71,738.28,low,Kerala,1,1,0
3,236,1,click,36,500.0,high,food,4.54,562.14,very_high,Kolkata,1,1,0
3,150,1,click,36,500.0,high,religious,3.73,390.31,low,Delhi,0,1,0
3,18,1,search,36,500.0,high,food,4.62,521.59,very_low,Mumbai,1,1,0
3,236,1,search,36,500.0,high,food,4.54,562.14,very_high,Kolkata,1,1,0
3,617,1,click,36,500.0,high,beach,4.36,2834.85,high,Rajasthan,1,0,1
3,26,3,preview_viewed,36,500.0,high,museum,4.28,561.55,moderate,Mumbai,0,1,0
3,547,3,preview_viewed,36,500.0,high,food,4.04,626.0,high,Kerala,1,1,1
3,302,1,click,36,500.0,high,beach,4.91,2164.87,low,Chennai,1,0,0
3,236,1,click,36,500.0,high,food,4.54,562.14,very_high,Kolkata,1,1,0
3,547,1,search,36,500.0,high,food,4.04,626.0,high,Kerala,1,1,1
3,255,3,preview_viewed,36,500.0,high,beach,4.06,2616.14,low,Kolkata,1,0,0
3,143,3,preview_viewed,36,500.0,high,beach,4.96,2190.26,very_low,Delhi,1,0,0
3,209,1,click,36,500.0,high,religious,3.24,211.78,low,Bangalore,0,1,0
3,236,1,click,36,500.0,high,food,4.54,562.14,very_high,Kolkata,1,1,0
3,486,1,click,36,500.0,high,beach,3.63,2744.21,low,Goa,1,0,0
3,571,1,click,36,500.0,high,beach,4.29,2665.55,low,Kerala,1,0,0
3,543,1,search,36,500.0,high,religious,3.69,255.3,very_low,Kerala,0,1,0
3,437,1,search,36,500.0,high,food,4.48,689.29,high,Jaipur,1,1,1
3,18,3,route_requested,36,500.0,high,food,4.62,521.59,very_low,Mumbai,1,1,0
4,339,1,click,38,500.0,low,historical,3.72,1900.31,high,Chennai,1,0,0
4,288,1,click,38,500.0,low,adventure,3.71,4687.18,very_low,Kolkata,1,0,0
4,596,3,route_requested,38,500.0,low,adventure,4.8,4233.24,high,Rajasthan,1,0,0
4,254,1,click,38,500.0,low,historical,4.58,1917.84,very_low,Kolkata,1,0,0
4,229,1,click,38,500.0,low,historical,4.21,1803.01,moderate,Kolkata,1,0,0
4,205,1,search,38,500.0,low,shopping,4.3,715.48,moderate,Bangalore,0,1,0
4,198,3,preview_viewed,38,500.0,low,adventure,4.68,4890.08,very_low,Bangalore,1,0,0
4,373,0,skip,38,500.0,low,religious,4.19,239.74,high,Hyderabad,0,1,0
4,60,1,search,38,500.0,low,shopping,3.35,529.01,very_low,Mumbai,0,1,0
4,54,1,search,38,500.0,low,adventure,3.71,4874.51,high,Mumbai,1,0,0
4,502,1,click,38,500.0,low,cultural,3.82,349.35,moderate,Goa,0,1,0
4,386,1,search,38,500.0,low,adventure,3.65,4144.11,very_high,Hyderabad,1,0,0
4,288,1,click,38,500.0,low,adventure,3.71,4687.18,very_low,Kolkata,1,0,0
4,584,1,click,38,500.0,low,historical,4.83,1945.83,very_high,Rajasthan,1,0,0
4,54,1,click,38,500.0,low,adventure,3.71,4874.51,high,Mumbai,1,0,0
4,211,1,search,38,500.0,low,religious,4.59,317.93,very_low,Bangalore,0,1,0
4,211,1,click,38,500.0,low,religious,4.59,317.93,very_low,Bangalore,0,1,0
4,209,1,click,38,500.0,low,religious,3.24,211.78,low,Bangalore,0,1,1
4,381,1,search,38,500.0,low,museum,4.53,530.43,high,Hyderabad,0,1,0
4,198,3,preview_viewed,38,500.0,low,adventure,4.68,4890.08,very_low,Bangalore,1,0,0
4,80,3,preview_viewed,38,500.0,low,historical,4.32,1863.33,moderate,Mumbai,1,0,0
4,210,1,click,38,500.0,low,museum,4.27,644.02,very_low,Bangalore,0,1,0
4,584,0,skip,38,500.0,low,historical,4.83,1945.83,very_high,Rajasthan,1,0,0
4,80,3,preview_viewed,38,500.0,low,historical,4.32,1863.33,moderate,Mumbai,1,0,0
4,121,3,preview_viewed,38,500.0,low,adventure,3.55,4230.78,moderate,Delhi,1,0,0
4,48,1,search,38,500.0,low,shopping,3.63,189.5,low,Mumbai,0,1,1
5,552,1,click,43,500.0,low,wellness,3.8,4620.42,low,Kerala,1,0,1
5,529,3,preview_viewed,43,500.0,low,food,4.24,500.36,low,Kerala,0,1,1
5,299,3,preview_viewed,43,500.0,low,religious,3.62,395.06,very_high,Chennai,0,1,0
5,539,1,click,43,500.0,low,shopping,3.8,341.9,moderate,Kerala,0,1,0
5,587,5,save,43,500.0,low,cultural,4.44,665.28,low,Rajasthan,0,1,1
5,471,3,preview_viewed,43,500.0,low,museum,4.15,373.45,moderate,Goa,1,1,0
5,128,1,click,43,500.0,low,wellness,3.69,4525.17,moderate,Delhi,1,0,0
5,513,1,search,43,500.0,low,museum,4.34,533.77,moderate,Goa,1,1,0
5,93,3,preview_viewed,43,500.0,low,wellness,4.66,4376.28,moderate,Delhi,1,0,0
5,232,1,click,43,500.0,low,wellness,3.89,4399.35,moderate,Kolkata,1,0,0
5,467,3,preview_viewed,43,500.0,low,adventure,3.28,4827.81,high,Jaipur,1,0,0
5,28,5,save,43,500.0,low,museum,4.07,505.63,high,Mumbai,1,1,0
5,469,3,preview_viewed,43,500.0,low,wellness,2.5,4418.04,low,Jaipur,1,0,1
5,589,3,route_requested,43,500.0,low,shopping,2.6,411.73,moderate,Rajasthan,0,1,0
5,282,1,click,43,500.0,low,religious,4.48,325.15,high,Kolkata,0,1,0
5,232,1,click,43,500.0,low,wellness,3.89,4399.35,moderate,Kolkata,1,0,0
5,469,1,click,43,500.0,low,wellness,2.5,4418.04,low,Jaipur,1,0,1
5,495,1,click,43,500.0,low,wellness,4.36,4312.44,low,Goa,1,0,1
5,493,1,click,43,500.0,low,adventure,2.8,4369.66,moderate,Goa,1,0,0
5,156,1,click,43,500.0,low,museum,3.41,383.66,high,Bangalore,1,1,0
5,74,1,click,43,500.0,low,museum,4.36,499.52,high,Mumbai,1,1,0
5,42,3,route_requested,43,500.0,low,religious,4.55,416.68,high,Mumbai,0,1,0
5,601,3,preview_viewed,43,500.0,low,wellness,4.16,4897.37,very_low,Rajasthan,1,0,0
5,399,1,search,43,500.0,low,adventure,4.01,4500.72,low,Hyderabad,1,0,1
6,324,1,click,47,500.0,very_low,nature,4.42,691.67,moderate,Chennai,1,1,0
6,263,3,preview_viewed,47,500.0,very_low,shopping,4.17,354.13,very_low,Kolkata,0,1,1
6,51,1,click,47,500.0,very_low,nature,3.86,636.89,very_high,Mumbai,1,1,0
6,492,1,click,47,500.0,very_low,nightlife,3.96,2753.69,very_low,Goa,1,0,1
6,336,1,click,47,500.0,very_low,nature,3.43,562.44,moderate,Chennai,1,1,0
6,336,3,preview_viewed,47,500.0,very_low,nature,3.43,562.44,moderate,Chennai,1,1,0
6,546,1,search,47,500.0,very_low,nature,3.99,583.85,low,Kerala,1,1,0
6,580,0,skip,47,500.0,very_low,nightlife,4.46,2820.44,low,Kerala,1,0,0
6,324,1,click,47,500.0,very_low,nature,4.42,691.67,moderate,Chennai,1,1,0
6,597,5,save,47,500.0,very_low,religious,4.23,207.44,moderate,Rajasthan,0,1,0
6,324,3,route_requested,47,500.0,very_low,nature,4.42,691.67,moderate,Chennai,1,1,0
6,320,1,click,47,500.0,very_low,cultural,4.2,428.03,moderate,Chennai,0,1,0
6,324,1,click,47,500.0,very_low,nature,4.42,691.67,moderate,Chennai,1,1,0
6,464,1,click,47,500.0,very_low,nature,4.11,508.2,high,Jaipur,1,1,0
6,537,1,search,47,500.0,very_low,nightlife,4.96,2550.38,moderate,Kerala,1,0,0
6,345,5,save,47,500.0,very_low,nightlife,4.74,2682.19,very_high,Chennai,1,0,0
6,464,3,preview_viewed,47,500.0,very_low,nature,4.11,508.2,high,Jaipur,1,1,0
6,546,3,preview_viewed,47,500.0,very_low,nature,3.99,583.85,low,Kerala,1,1,0
6,401,3,preview_viewed,47,500.0,very_low,religious,3.86,463.31,high,Hyderabad,0,1,0
6,426,1,click,47,500.0,very_low,nightlife,3.85,2827.53,high,Jaipur,1,0,0
6,414,3,route_requested,47,500.0,very_low,cultural,3.71,595.09,high,Hyderabad,0,1,0
6,87,1,click,47,500.0,very_low,nightlife,3.89,2923.33,moderate,Delhi,1,0,0
7,617,1,click,61,500.0,very_low,beach,4.36,2834.85,high,Rajasthan,1,0,0
7,437,1,click,61,500.0,very_low,food,4.48,689.29,high,Jaipur,1,1,0
7,87,1,click,61,500.0,very_low,nightlife,3.89,2923.33,moderate,Delhi,1,0,0
7,519,3,preview_viewed,61,500.0,very_low,museum,3.1,685.04,moderate,Goa,0,1,0
7,423,3,preview_viewed,61,500.0,very_low,shopping,4.23,553.21,high,Jaipur,0,1,0
7,555,1,click,61,500.0,very_low,food,4.71,738.28,low,Kerala,1,1,0
7,199,3,route_requested,61,500.0,very_low,shopping,4.35,246.51,moderate,Bangalore,0,1,0
7,18,3,preview_viewed,61,500.0,very_low,food,4.62,521.59,very_low,Mumbai,1,1,1
7,498,3,preview_viewed,61,500.0,very_low,beach,4.86,2425.54,moderate,Goa,1,0,0
7,443,3,preview_viewed,61,500.0,very_low,nightlife,4.2,2803.01,very_low,Jaipur,1,0,1
7,571,3,preview_viewed,61,500.0,very_low,beach,4.29,2665.55,low,Kerala,1,0,0
7,443,3,preview_viewed,61,500.0,very_low,nightlife,4.2,2803.01,very_low,Jaipur,1,0,1
7,538,3,route_requested,61,500.0,very_low,museum,2.39,429.62,very_high,Kerala,0,1,0
7,498,3,preview_viewed,61,500.0,very_low,beach,4.86,2425.54,moderate,Goa,1,0,0
7,537,1,click,61,500.0,very_low,nightlife,4.96,2550.38,moderate,Kerala,1,0,0
7,537,1,click,61,500.0,very_low,nightlife,4.96,2550.38,moderate,Kerala,1,0,0
7,547,3,preview_viewed,61,500.0,very_low,food,4.04,626.0,high,Kerala,1,1,0
7,578,1,click,61,500.0,very_low,nightlife,4.49,2932.82,moderate,Kerala,1,0,0
7,18,1,search,61,500.0,very_low,food,4.62,521.59,very_low,Mumbai,1,1,1
7,529,3,route_requested,61,500.0,very_low,food,4.24,500.36,low,Kerala,1,1,0
7,55,1,click,61,500.0,very_low,nightlife,4.64,2942.12,very_high,Mumbai,1,0,0
7,236,3,preview_viewed,61,500.0,very_low,food,4.54,562.14,very_high,Kolkata,1,1,0
7,555,1,click,61,500.0,very_low,food,4.71,738.28,low,Kerala,1,1,0
7,268,3,preview_viewed,61,500.0,very_low,museum,3.3,478.05,high,Kolkata,0,1,0
7,572,1,click,61,500.0,very_low,food,2.52,642.31,very_high,Kerala,1,1,0
7,276,1,click,61,500.0,very_low,beach,3.08,2798.5,moderate,Kolkata,1,0,0
7,60,1,click,61,500.0,very_low,shopping,3.35,529.01,very_low,Mumbai,0,1,1
7,347,3,route_requested,61,500.0,very_low,beach,4.46,2207.59,low,Chennai,1,0,0
7,486,1,click,61,500.0,very_low,beach,3.63,2744.21,low,Goa,1,0,0
7,569,1,search,61,500.0,very_low,food,3.11,571.95,high,Kerala,1,1,0
7,571,3,preview_viewed,61,500.0,very_low,beach,4.29,2665.55,low,Kerala,1,0,0
7,537,1,search,61,500.0,very_low,nightlife,4.96,2550.38,moderate,Kerala,1,0,0
7,498,1,click,61,500.0,very_low,beach,4.86,2425.54,moderate,Goa,1,0,0
7,283,1,search,61,500.0,very_low,beach,4.21,2560.1,moderate,Kolkata,1,0,0
7,302,1,click,61,500.0,very_low,beach,4.91,2164.87,low,Chennai,1,0,0
7,437,1,search,61,500.0,very_low,food,4.48,689.29,high,Jaipur,1,1,0
7,529,3,preview_viewed,61,500.0,very_low,food,4.24,500.36,low,Kerala,1,1,0
8,501,1,click,49,500.0,low,museum,4.02,704.52,low,Goa,0,1,1
8,500,3,preview_viewed,49,500.0,low,cultural,4.06,378.67,low,Goa,1,1,1
8,336,1,search,49,500.0,low,nature,3.43,562.44,moderate,Chennai,1,1,0
8,587,3,preview_viewed,49,500.0,low,cultural,4.44,665.28,low,Rajasthan,1,1,1
8,51,1,click,49,500.0,low,nature,3.86,636.89,very_high,Mumbai,1,1,0
8,76,1,click,49,500.0,low,cultural,3.28,635.93,high,Mumbai,1,1,0
8,92,3,preview_viewed,49,500.0,low,cultural,3.4,733.65,low,Delhi,1,1,1
8,193,1,search,49,500.0,low,nature,3.52,587.02,moderate,Bangalore,1,1,0
8,225,1,click,49,500.0,low,religious,3.36,212.47,moderate,Bangalore,0,1,0
8,531,3,route_requested,49,500.0,low,nature,3.9,512.18,high,Kerala,1,1,0
8,142,1,search,49,500.0,low,nature,4.74,699.22,high,Delhi,1,1,0
8,264,1,click,49,500.0,low,cultural,3.26,539.49,very_high,Kolkata,1,1,0
8,92,1,click,49,500.0,low,cultural,3.4,733.65,low,Delhi,1,1,1
8,502,1,click,49,500.0,low,cultural,3.82,349.35,moderate,Goa,1,1,0
8,51,3,preview_viewed,49,500.0,low,nature,3.86,636.89,very_high,Mumbai,1,1,0
8,31,5,save,49,500.0,low,cultural,3.15,683.21,moderate,Mumbai,1,1,0
8,145,1,click,49,500.0,low,cultural,3.07,345.99,low,Delhi,1,1,1
8,446,1,click,49,500.0,low,cultural,4.26,646.49,very_low,Jaipur,1,1,0
8,272,1,click,49,500.0,low,museum,2.97,342.7,very_high,Kolkata,0,1,0
8,587,1,search,49,500.0,low,cultural,4.44,665.28,low,Rajasthan,1,1,1
8,51,1,click,49,500.0,low,nature,3.86,636.89,very_high,Mumbai,1,1,0
8,169,3,preview_viewed,49,500.0,low,cultural,3.06,719.19,low,Bangalore,1,1,1
8,587,1,search,49,500.0,low,cultural,4.44,665.28,low,Rajasthan,1,1,1
8,605,3,preview_viewed,49,500.0,low,cultural,3.46,389.12,high,Rajasthan,1,1,0
8,336,3,preview_viewed,49,500.0,low,nature,3.43,562.44,moderate,Chennai,1,1,0
8,159,1,search,49,500.0,low,cultural,2.32,678.51,moderate,Bangalore,1,1,0
8,500,1,click,49,500.0,low,cultural,4.06,378.67,low,Goa,1,1,1
8,109,1,click,49,500.0,low,religious,3.74,220.3,high,Delhi,0,1,0
8,189,1,click,49,500.0,low,cultural,3.1,447.35,high,Bangalore,1,1,0
8,531,1,search,49,500.0,low,nature,3.9,512.18,high,Kerala,1,1,0
8,472,3,route_requested,49,500.0,low,cultural,2.57,358.71,very_high,Goa,1,1,0
8,193,3,route_requested,49,500.0,low,nature,3.52,587.02,moderate,Bangalore,1,1,0
8,159,1,click,49,500.0,low,cultural,2.32,678.51,moderate,Bangalore,1,1,0
8,28,3,preview_viewed,49,500.0,low,museum,4.07,505.63,high,Mumbai,0,1,0
8,414,3,preview_viewed,49,500.0,low,cultural,3.71,595.09,high,Hyderabad,1,1,0
8,505,1,click,49,500.0,low,religious,4.75,457.83,low,Goa,0,1,1
9,454,3,preview_viewed,29,500.0,moderate,entertainment,3.16,2300.18,high,Jaipur,1,0,0
9,318,1,search,29,500.0,moderate,cultural,3.97,673.32,very_high,Chennai,0,1,0
9,426,3,preview_viewed,29,500.0,moderate,nightlife,3.85,2827.53,high,Jaipur,1,0,0
9,235,1,search,29,500.0,moderate,museum,3.42,363.47,very_low,Kolkata,0,1,0
9,25,1,click,29,500.0,moderate,entertainment,4.71,2534.39,high,Mumbai,1,0,0
9,399,3,preview_viewed,29,500.0,moderate,adventure,4.01,4500.72,low,Hyderabad,1,0,0
9,492,1,click,29,500.0,moderate,nightlife,3.96,2753.69,very_low,Goa,1,0,0
9,304,3,preview_viewed,29,500.0,moderate,nightlife,4.62,2618.39,high,Chennai,1,0,0
9,357,3,preview_viewed,29,500.0,moderate,religious,4.1,273.9,very_low,Hyderabad,0,1,0
9,392,1,click,29,500.0,moderate,museum,4.72,706.7,high,Hyderabad,0,1,0
9,537,3,preview_viewed,29,500.0,moderate,nightlife,4.96,2550.38,moderate,Kerala,1,0,1
9,322,1,click,29,500.0,moderate,adventure,4.48,4453.47,very_high,Chennai,1,0,0
9,443,3,route_requested,29,500.0,moderate,nightlife,4.2,2803.01,very_low,Jaipur,1,0,0
9,320,1,click,29,500.0,moderate,cultural,4.2,428.03,moderate,Chennai,0,1,1
9,255,1,click,29,500.0,moderate,beach,4.06,2616.14,low,Kolkata,1,0,0
9,443,5,save,29,500.0,moderate,nightlife,4.2,2803.01,very_low,Jaipur,1,0,0
9,504,1,click,29,500.0,moderate,beach,4.25,2998.99,low,Goa,1,0,0
9,127,1,click,29,500.0,moderate,adventure,2.99,4065.22,moderate,Delhi,1,0,1
9,434,1,click,29,500.0,moderate,religious,4.68,422.69,high,Jaipur,0,1,0
9,399,1,search,29,500.0,moderate,adventure,4.01,4500.72,low,Hyderabad,1,0,0
9,255,1,search,29,500.0,moderate,beach,4.06,2616.14,low,Kolkata,1,0,0
9,355,1,click,29,500.0,moderate,religious,3.72,484.36,very_low,Hyderabad,0,1,0
9,454,1,click,29,500.0,moderate,entertainment,3.16,2300.18,high,Jaipur,1,0,0
9,78,3,preview_viewed,29,500.0,moderate,nature,4.74,606.59,high,Mumbai,0,1,0
9,142,1,click,29,500.0,moderate,nature,4.74,699.22,high,Delhi,0,1,0
9,142,3,preview_viewed,29,500.0,moderate,nature,4.74,699.22,high,Delhi,0,1,0
9,115,3,preview_viewed,29,500.0,moderate,shopping,2.91,658.84,moderate,Delhi,0,1,1
9,309,3,preview_viewed,29,500.0,moderate,entertainment,4.31,2266.36,high,Chennai,1,0,0
9,328,5,save,29,500.0,moderate,museum,4.71,432.52,high,Chennai,0,1,0
9,95,1,click,29,500.0,moderate,nightlife,4.27,2562.34,high,Delhi,1,0,0
9,498,1,click,29,500.0,moderate,beach,4.86,2425.54,moderate,Goa,1,0,1
9,596,1,click,29,500.0,moderate,adventure,4.8,4233.24,high,Rajasthan,1,0,0
9,305,1,search,29,500.0,moderate,entertainment,3.75,2790.15,moderate,Chennai,1,0,1
9,561,3,preview_viewed,29,500.0,moderate,shopping,4.05,498.24,moderate,Kerala,0,1,1
10,345,1,click,36,500.0,moderate,nightlife,4.74,2682.19,very_high,Chennai,1,0,0
10,205,3,preview_viewed,36,500.0,moderate,shopping,4.3,715.48,moderate,Bangalore,0,1,1
10,547,1,click,36,500.0,moderate,food,4.04,626.0,high,Kerala,1,1,0
10,437,1,search,36,500.0,moderate,food,4.48,689.29,high,Jaipur,1,1,0
10,426,1,search,36,500.0,moderate,nightlife,3.85,2827.53,high,Jaipur,1,0,0
10,529,5,save,36,500.0,moderate,food,4.24,500.36,low,Kerala,1,1,0
10,341,1,click,36,500.0,moderate,shopping,4.06,623.31,very_high,Chennai,0,1,0
10,569,3,preview_viewed,36,500.0,moderate,food,3.11,571.95,high,Kerala,1,1,0
10,55,1,click,36,500.0,moderate,nightlife,4.64,2942.12,very_high,Mumbai,1,0,0
10,264,1,click,36,500.0,moderate,cultural,3.26,539.49,very_high,Kolkata,0,1,0
10,555,3,route_requested,36,500.0,moderate,food,4.71,738.28,low,Kerala,1,1,0
10,443,3,preview_viewed,36,500.0,moderate,nightlife,4.2,2803.01,very_low,Jaipur,1,0,0
10,132,1,click,36,500.0,moderate,religious,4.34,438.26,low,Delhi,0,1,0
10,345,5,save,36,500.0,moderate,nightlife,4.74,2682.19,very_high,Chennai,1,0,0
10,380,1,click,36,500.0,moderate,nightlife,4.12,2608.75,very_low,Hyderabad,1,0,0
10,529,1,click,36,500.0,moderate,food,4.24,500.36,low,Kerala,1,1,0
10,47,3,route_requested,36,500.0,moderate,museum,4.4,436.15,high,Mumbai,0,1,0
10,555,1,click,36,500.0,moderate,food,4.71,738.28,low,Kerala,1,1,0
10,160,3,route_requested,36,500.0,moderate,religious,4.37,371.52,high,Bangalore,0,1,0
10,304,0,skip,36,500.0,moderate,nightlife,4.62,2618.39,high,Chennai,1,0,0
10,519,1,click,36,500.0,moderate,museum,3.1,685.04,moderate,Goa,0,1,1
10,236,1,click,36,500.0,moderate,food,4.54,562.14,very_high,Kolkata,1,1,0
10,443,1,click,36,500.0,moderate,nightlife,4.2,2803.01,very_low,Jaipur,1,0,0
10,148,3,preview_viewed,36,500.0,moderate,museum,4.26,629.56,very_low,Delhi,0,1,0
10,373,3,preview_viewed,36,500.0,moderate,religious,4.19,239.74,high,Hyderabad,0,1,0
10,18,1,click,36,500.0,moderate,food,4.62,521.59,very_low,Mumbai,1,1,0
10,18,1,search,36,500.0,moderate,food,4.62,521.59,very_low,Mumbai,1,1,0
10,236,3,preview_viewed,36,500.0,moderate,food,4.54,562.14,very_high,Kolkata,1,1,0
10,236,1,click,36,500.0,moderate,food,4.54,562.14,very_high,Kolkata,1,1,0
10,492,1,click,36,500.0,moderate,nightlife,3.96,2753.69,very_low,Goa,1,0,0
10,537,1,click,36,500.0,moderate,nightlife,4.96,2550.38,moderate,Kerala,1,0,1
10,529,3,preview_viewed,36,500.0,moderate,food,4.24,500.36,low,Kerala,1,1,0
10,380,1,click,36,500.0,moderate,nightlife,4.12,2608.75,very_low,Hyderabad,1,0,0
10,580,1,click,36,500.0,moderate,nightlife,4.46,2820.44,low,Kerala,1,0,0
10,151,1,click,36,500.0,moderate,nightlife,2.99,2836.85,very_high,Delhi,1,0,0
10,55,3,route_requested,36,500.0,moderate,nightlife,4.64,2942.12,very_high,Mumbai,1,0,0
11,193,3,preview_viewed,22,500.0,very_low,nature,3.52,587.02,moderate,Bangalore,1,1,0
11,151,1,click,22,500.0,very_low,nightlife,2.99,2836.85,very_high,Delhi,1,0,0
11,464,3,route_requested,22,500.0,very_low,nature,4.11,508.2,high,Jaipur,1,1,0
11,51,1,click,22,500.0,very_low,nature,3.86,636.89,very_high,Mumbai,1,1,0
11,51,3,preview_viewed,22,500.0,very_low,nature,3.86,636.89,very_high,Mumbai,1,1,0
11,531,1,click,22,500.0,very_low,nature,3.9,512.18,high,Kerala,1,1,0
11,193,3,route_requested,22,500.0,very_low,nature,3.52,587.02,moderate,Bangalore,1,1,0
