interaction_id,user_id,place_id,interaction_type,timestamp,created_at
93,4,60,search,2025-11-22 08:57:59.107168,2026-02-10 08:57:59.107168
94,4,54,search,2026-01-31 08:57:59.119137,2026-02-10 08:57:59.119137
95,4,502,click,2026-01-27 08:57:59.127115,2026-02-10 08:57:59.127115
96,4,386,search,2025-12-10 08:57:59.139090,2026-02-10 08:57:59.139090
97,4,288,click,2026-02-09 08:57:59.152048,2026-02-10 08:57:59.152048
98,4,584,click,2026-01-19 08:57:59.167008,2026-02-10 08:57:59.167008
99,4,54,click,2026-01-19 08:57:59.180970,2026-02-10 08:57:59.180970
100,4,211,search,2026-01-14 08:57:59.184958,2026-02-10 08:57:59.184958
101,4,211,click,2026-01-03 08:57:59.191941,2026-02-10 08:57:59.191941
102,4,209,click,2026-01-31 08:57:59.196926,2026-02-10 08:57:59.196926
103,4,381,search,2026-02-05 08:57:59.200916,2026-02-10 08:57:59.200916
104,4,198,preview_viewed,2026-02-01 08:57:59.214880,2026-02-10 08:57:59.214880
105,4,80,preview_viewed,2026-01-26 08:57:59.228899,2026-02-10 08:57:59.228899
106,4,210,click,2026-02-06 08:57:59.234868,2026-02-10 08:57:59.234868
107,4,584,skip,2026-02-01 08:57:59.248790,2026-02-10 08:57:59.248790
108,4,80,preview_viewed,2026-01-10 08:57:59.263753,2026-02-10 08:57:59.263753
109,4,121,preview_viewed,2025-12-20 08:57:59.281719,2026-02-10 08:57:59.281719
110,4,48,search,2025-09-20 08:57:59.285690,2026-02-10 08:57:59.285690
111,5,552,click,2025-12-14 08:57:59.300691,2026-02-10 08:57:59.300691
112,5,529,preview_viewed,2026-01-21 08:57:59.306651,2026-02-10 08:57:59.306651
113,5,299,preview_viewed,2026-01-26 08:57:59.311622,2026-02-10 08:57:59.311622
114,5,539,click,2025-12-29 08:57:59.315613,2026-02-10 08:57:59.315613
115,5,587,save,2025-11-27 08:57:59.318601,2026-02-10 08:57:59.318601
116,5,471,preview_viewed,2025-09-23 08:57:59.329583,2026-02-10 08:57:59.329583
117,5,128,click,2025-12-11 08:57:59.350517,2026-02-10 08:57:59.350517
118,5,513,search,2026-02-02 08:57:59.357499,2026-02-10 08:57:59.357499
119,5,93,preview_viewed,2026-02-09 08:57:59.369510,2026-02-10 08:57:59.369510
120,5,232,click,2026-02-01 08:57:59.382432,2026-02-10 08:57:59.382432
121,5,467,preview_viewed,2026-01-10 08:57:59.398400,2026-02-10 08:57:59.398400
122,5,28,save,2026-01-31 08:57:59.402377,2026-02-10 08:57:59.402377
123,5,469,preview_viewed,2026-01-29 08:57:59.415343,2026-02-10 08:57:59.415343
124,5,589,route_requested,2025-11-19 08:57:59.418334,2026-02-10 08:57:59.418334
125,5,282,click,2026-02-01 08:57:59.426377,2026-02-10 08:57:59.426377
126,5,232,click,2025-12-29 08:57:59.435290,2026-02-10 08:57:59.435290
127,5,469,click,2025-12-08 08:57:59.449254,2026-02-10 08:57:59.449254
128,5,495,click,2026-01-31 08:57:59.466207,2026-02-10 08:57:59.466207
129,5,493,click,2026-01-18 08:57:59.477750,2026-02-10 08:57:59.477750
130,5,156,click,2026-01-14 08:57:59.483754,2026-02-10 08:57:59.483754
131,5,74,click,2025-12-04 08:57:59.492076,2026-02-10 08:57:59.492076
132,5,42,route_requested,2025-12-11 08:57:59.506822,2026-02-10 08:57:59.506822
133,5,601,preview_viewed,2025-10-25 08:57:59.520999,2026-02-10 08:57:59.520999
134,5,399,search,2026-01-31 08:57:59.539950,2026-02-10 08:57:59.539950
135,6,324,click,2026-01-08 08:57:59.549094,2026-02-10 08:57:59.549094
136,6,263,preview_viewed,2026-02-06 08:57:59.552915,2026-02-10 08:57:59.552915
137,6,51,click,2026-01-14 08:57:59.561894,2026-02-10 08:57:59.561894
138,6,492,click,2026-01-13 08:57:59.575863,2026-02-10 08:57:59.575863
139,6,336,click,2026-01-09 08:57:59.582835,2026-02-10 08:57:59.582835
140,6,336,preview_viewed,2025-12-13 08:57:59.591812,2026-02-10 08:57:59.591812
141,6,546,search,2026-01-17 08:57:59.600789,2026-02-10 08:57:59.600789
142,6,580,skip,2025-11-05 08:57:59.612753,2026-02-10 08:57:59.613752
143,6,324,click,2026-01-27 08:57:59.618739,2026-02-10 08:57:59.618739
144,6,597,save,2026-02-04 08:57:59.625775,2026-02-10 08:57:59.625775
145,6,324,route_requested,2026-01-24 08:57:59.630706,2026-02-10 08:57:59.630706
146,6,320,click,2025-11-22 08:57:59.633697,2026-02-10 08:57:59.633697
147,6,324,click,2026-01-15 08:57:59.645667,2026-02-10 08:57:59.645667
148,6,464,click,2025-12-14 08:57:59.651653,2026-02-10 08:57:59.651653
149,6,537,search,2026-02-02 08:57:59.665614,2026-02-10 08:57:59.665614
150,6,345,save,2026-01-18 08:57:59.681571,2026-02-10 08:57:59.681571
151,6,464,preview_viewed,2026-02-08 08:57:59.686556,2026-02-10 08:57:59.686556
152,6,546,preview_viewed,2026-01-27 08:57:59.697528,2026-02-10 08:57:59.697528
153,6,401,preview_viewed,2026-02-06 08:57:59.710504,2026-02-10 08:57:59.710504
154,6,426,click,2026-01-29 08:57:59.727447,2026-02-10 08:57:59.727447
155,6,414,route_requested,2026-02-06 08:57:59.730797,2026-02-10 08:57:59.730797
156,6,87,click,2025-12-22 08:57:59.738424,2026-02-10 08:57:59.738424
157,7,617,click,2026-02-06 08:57:59.750387,2026-02-10 08:57:59.750387
158,7,437,click,2026-02-10 08:57:59.757367,2026-02-10 08:57:59.757367
159,7,87,click,2026-01-26 08:57:59.768338,2026-02-10 08:57:59.768338
160,7,519,preview_viewed,2026-01-19 08:57:59.773334,2026-02-10 08:57:59.773334
161,7,423,preview_viewed,2025-12-14 08:57:59.779311,2026-02-10 08:57:59.779311
162,7,555,click,2026-01-21 08:57:59.784304,2026-02-10 08:57:59.784304
163,7,199,route_requested,2025-11-05 08:57:59.789302,2026-02-10 08:57:59.789302
164,7,18,preview_viewed,2026-01-18 08:57:59.796262,2026-02-10 08:57:59.796262
165,7,498,preview_viewed,2026-01-29 08:57:59.807644,2026-02-10 08:57:59.807644
166,7,443,preview_viewed,2025-11-04 08:57:59.823444,2026-02-10 08:57:59.823444
167,7,571,preview_viewed,2026-02-08 08:57:59.835238,2026-02-10 08:57:59.835238
168,7,443,preview_viewed,2026-01-30 08:57:59.849123,2026-02-10 08:57:59.849123
169,7,538,route_requested,2026-01-17 08:57:59.853112,2026-02-10 08:57:59.853112
170,7,498,preview_viewed,2026-01-30 08:57:59.886025,2026-02-10 08:57:59.886025
171,7,537,click,2026-02-05 08:57:59.905214,2026-02-10 08:57:59.905214
172,7,537,click,2025-10-23 08:57:59.921936,2026-02-10 08:57:59.921936
173,7,547,preview_viewed,2026-01-03 08:57:59.932900,2026-02-10 08:57:59.932900
174,7,578,click,2026-01-30 08:57:59.947858,2026-02-10 08:57:59.947858
175,7,18,search,2025-10-03 08:57:59.956836,2026-02-10 08:57:59.956836
176,7,529,route_requested,2026-02-10 08:57:59.974786,2026-02-10 08:57:59.974786
177,7,55,click,2026-01-25 08:57:59.985701,2026-02-10 08:57:59.985701
178,7,236,preview_viewed,2026-01-10 08:57:59.995674,2026-02-10 08:57:59.995674
179,7,555,click,2026-01-05 08:58:00.001657,2026-02-10 08:58:00.001657
180,7,268,preview_viewed,2026-01-09 08:58:00.007863,2026-02-10 08:58:00.007863
181,7,572,click,2026-02-05 08:58:00.018832,2026-02-10 08:58:00.018832
182,7,276,click,2026-02-06 08:58:00.029804,2026-02-10 08:58:00.029804
183,7,60,click,2026-02-01 08:58:00.033794,2026-02-10 08:58:00.033794
184,7,347,route_requested,2026-01-13 08:58:00.043766,2026-02-10 08:58:00.043766
185,7,486,click,2026-02-03 08:58:00.058735,2026-02-10 08:58:00.058735
186,7,569,search,2025-12-29 08:58:00.063713,2026-02-10 08:58:00.063713
187,7,571,preview_viewed,2026-01-15 08:58:00.074685,2026-02-10 08:58:00.074685
188,7,537,search,2025-12-25 08:58:00.083658,2026-02-10 08:58:00.083658
189,7,498,click,2025-10-04 08:58:00.092635,2026-02-10 08:58:00.092635
190,7,283,search,2026-01-27 08:58:00.100614,2026-02-10 08:58:00.100614
191,7,302,click,2026-02-03 08:58:00.108725,2026-02-10 08:58:00.108725
192,7,437,search,2026-02-07 08:58:00.113619,2026-02-10 08:58:00.113619
193,7,529,preview_viewed,2026-01-15 08:58:00.117572,2026-02-10 08:58:00.117572
194,8,501,click,2026-02-09 08:58:00.121770,2026-02-10 08:58:00.121770
195,8,500,preview_viewed,2026-01-29 08:58:00.125548,2026-02-10 08:58:00.125548
196,8,336,search,2025-12-22 08:58:00.130535,2026-02-10 08:58:00.130535
197,8,587,preview_viewed,2026-02-07 08:58:00.134523,2026-02-10 08:58:00.134523
198,8,51,click,2026-01-22 08:58:00.139511,2026-02-10 08:58:00.139511
199,8,76,click,2026-02-09 08:58:00.145494,2026-02-10 08:58:00.145494
200,8,92,preview_viewed,2026-01-26 08:58:00.150482,2026-02-10 08:58:00.150482
201,8,193,search,2026-02-04 08:58:00.157463,2026-02-10 08:58:00.157463
202,8,225,click,2026-01-15 08:58:00.160454,2026-02-10 08:58:00.160454
203,8,531,route_requested,2025-12-11 08:58:00.165440,2026-02-10 08:58:00.165440
204,8,142,search,2026-01-06 08:58:00.170427,2026-02-10 08:58:00.170427
205,8,264,click,2026-01-04 08:58:00.175415,2026-02-10 08:58:00.175415
206,8,92,click,2026-02-03 08:58:00.180403,2026-02-10 08:58:00.180403
207,8,502,click,2026-01-09 08:58:00.185482,2026-02-10 08:58:00.185482
208,8,51,preview_viewed,2025-11-24 08:58:00.191371,2026-02-10 08:58:00.191371
209,8,31,save,2025-11-08 08:58:00.196359,2026-02-10 08:58:00.196359
210,8,145,click,2026-01-07 08:58:00.201345,2026-02-10 08:58:00.201571
211,8,446,click,2026-02-10 08:58:00.206331,2026-02-10 08:58:00.206331
212,8,272,click,2026-02-04 08:58:00.209640,2026-02-10 08:58:00.209640
213,8,587,search,2025-10-06 08:58:00.214326,2026-02-10 08:58:00.214326
214,8,51,click,2025-11-04 08:58:00.219298,2026-02-10 08:58:00.219298
215,8,169,preview_viewed,2026-01-13 08:58:00.225282,2026-02-10 08:58:00.225363
216,8,587,search,2025-11-22 08:58:00.230267,2026-02-10 08:58:00.230267
217,8,605,preview_viewed,2026-01-27 08:58:00.234258,2026-02-10 08:58:00.234258
218,8,336,preview_viewed,2025-12-24 08:58:00.239245,2026-02-10 08:58:00.239245
219,8,159,search,2025-12-23 08:58:00.243233,2026-02-10 08:58:00.243233
220,8,500,click,2026-01-25 08:58:00.248221,2026-02-10 08:58:00.248221
221,8,109,click,2025-12-24 08:58:00.251212,2026-02-10 08:58:00.251212
222,8,189,click,2025-12-25 08:58:00.256199,2026-02-10 08:58:00.256199
223,8,531,search,2026-01-30 08:58:00.260187,2026-02-10 08:58:00.260187
224,8,472,route_requested,2026-01-24 08:58:00.264178,2026-02-10 08:58:00.264178
225,8,193,route_requested,2026-02-03 08:58:00.269164,2026-02-10 08:58:00.269164
226,8,159,click,2025-12-23 08:58:00.274362,2026-02-10 08:58:00.274362
227,8,28,preview_viewed,2025-12-12 08:58:00.277143,2026-02-10 08:58:00.277143
228,8,414,preview_viewed,2026-02-08 08:58:00.281132,2026-02-10 08:58:00.281132
229,8,505,click,2025-12-17 08:58:00.284213,2026-02-10 08:58:00.284213
230,9,454,preview_viewed,2026-01-06 08:58:00.293099,2026-02-10 08:58:00.293099
231,9,318,search,2025-12-19 08:58:00.296091,2026-02-10 08:58:00.296091
232,9,426,preview_viewed,2025-12-30 08:58:00.308330,2026-02-10 08:58:00.308330
233,9,235,search,2025-10-30 08:58:00.312048,2026-02-10 08:58:00.312048
234,9,25,click,2026-01-16 08:58:00.321025,2026-02-10 08:58:00.321025
235,9,399,preview_viewed,2026-01-06 08:58:00.329004,2026-02-10 08:58:00.329004
236,9,492,click,2025-12-29 08:58:00.337040,2026-02-10 08:58:00.337040
237,9,304,preview_viewed,2026-01-21 08:58:00.345958,2026-02-10 08:58:00.345958
238,9,357,preview_viewed,2026-01-17 08:58:00.348995,2026-02-10 08:58:00.348995
239,9,392,click,2026-01-27 08:58:00.351942,2026-02-10 08:58:00.351942
240,9,537,preview_viewed,2026-02-06 08:58:00.359920,2026-02-10 08:58:00.359920
241,9,322,click,2026-02-07 08:58:00.366902,2026-02-10 08:58:00.366902
242,9,443,route_requested,2026-01-23 08:58:00.375878,2026-02-10 08:58:00.375878
243,9,320,click,2026-02-05 08:58:00.378869,2026-02-10 08:58:00.378869
244,9,255,click,2026-01-21 08:58:00.387091,2026-02-10 08:58:00.387091
245,9,443,save,2025-09-01 08:58:00.401809,2026-02-10 08:58:00.401809
246,9,504,click,2026-01-02 08:58:00.410787,2026-02-10 08:58:00.410787
247,9,127,click,2026-02-04 08:58:00.418764,2026-02-10 08:58:00.418764
248,9,434,click,2026-02-03 08:58:00.430730,2026-02-10 08:58:00.430730
249,9,399,search,2025-12-13 08:58:00.443697,2026-02-10 08:58:00.443697
250,9,255,search,2026-01-24 08:58:00.451676,2026-02-10 08:58:00.451676
251,9,355,click,2026-02-10 08:58:00.454668,2026-02-10 08:58:00.454668
252,9,454,click,2026-02-05 08:58:00.463645,2026-02-10 08:58:00.463645
253,9,78,preview_viewed,2026-01-05 08:58:00.467633,2026-02-10 08:58:00.467633
254,9,142,click,2025-12-24 08:58:00.471623,2026-02-10 08:58:00.471623
255,9,142,preview_viewed,2026-01-02 08:58:00.474615,2026-02-10 08:58:00.474615
256,9,115,preview_viewed,2026-01-21 08:58:00.477784,2026-02-10 08:58:00.477784
257,9,309,preview_viewed,2025-12-10 08:58:00.485584,2026-02-10 08:58:00.485584
258,9,328,save,2026-01-28 08:58:00.488929,2026-02-10 08:58:00.488929
259,9,95,click,2026-01-05 08:58:00.497572,2026-02-10 08:58:00.497572
260,9,498,click,2026-01-27 08:58:00.506364,2026-02-10 08:58:00.506364
261,9,596,click,2026-01-28 08:58:00.514789,2026-02-10 08:58:00.514789
262,9,305,search,2026-02-06 08:58:00.524763,2026-02-10 08:58:00.524763
263,9,561,preview_viewed,2025-10-23 08:58:00.527754,2026-02-10 08:58:00.527754
264,10,345,click,2025-12-11 08:58:00.553683,2026-02-10 08:58:00.553683
265,10,205,preview_viewed,2026-01-28 08:58:00.560668,2026-02-10 08:58:00.560668
266,10,547,click,2025-11-12 08:58:00.566664,2026-02-10 08:58:00.566664
267,10,437,search,2026-01-20 08:58:00.569641,2026-02-10 08:58:00.569641
268,10,426,search,2026-02-01 08:58:00.578617,2026-02-10 08:58:00.578617
269,10,529,save,2026-01-29 08:58:00.598565,2026-02-10 08:58:00.598565
270,10,341,click,2026-02-10 08:58:00.601585,2026-02-10 08:58:00.601585
271,10,569,preview_viewed,2026-02-02 08:58:00.605554,2026-02-10 08:58:00.605554
272,10,55,click,2026-01-30 08:58:00.615519,2026-02-10 08:58:00.615519
273,10,264,click,2026-02-01 08:58:00.618511,2026-02-10 08:58:00.618511
274,10,555,route_requested,2026-01-24 08:58:00.624495,2026-02-10 08:58:00.624495
275,10,443,preview_viewed,2026-01-30 08:58:00.632495,2026-02-10 08:58:00.632495
276,10,132,click,2026-01-03 08:58:00.635465,2026-02-10 08:58:00.635465
277,10,345,save,2026-01-24 08:58:00.647433,2026-02-10 08:58:00.647433
278,10,380,click,2025-12-19 08:58:00.662394,2026-02-10 08:58:00.662394
279,10,529,click,2026-02-09 08:58:00.666418,2026-02-10 08:58:00.666418
280,10,47,route_requested,2026-01-31 08:58:00.673365,2026-02-10 08:58:00.674362
281,10,555,click,2026-01-21 08:58:00.679349,2026-02-10 08:58:00.679349
282,10,160,route_requested,2026-01-28 08:58:00.682340,2026-02-10 08:58:00.682340
283,10,304,skip,2025-12-20 08:58:00.693311,2026-02-10 08:58:00.693311
284,10,519,click,2026-02-07 08:58:00.697300,2026-02-10 08:58:00.697300
285,10,236,click,2026-01-25 08:58:00.701292,2026-02-10 08:58:00.701292
286,10,443,click,2026-01-27 08:58:00.712260,2026-02-10 08:58:00.712260
287,10,148,preview_viewed,2026-01-02 08:58:00.715252,2026-02-10 08:58:00.715252
288,10,373,preview_viewed,2026-02-08 08:58:00.718244,2026-02-10 08:58:00.718244
289,10,18,click,2026-01-18 08:58:00.722232,2026-02-10 08:58:00.722232
290,10,18,search,2025-12-18 08:58:00.727220,2026-02-10 08:58:00.727220
291,10,236,preview_viewed,2026-01-12 08:58:00.732208,2026-02-10 08:58:00.732208
292,10,236,click,2025-12-11 08:58:00.737193,2026-02-10 08:58:00.737193
293,10,492,click,2026-01-26 08:58:00.751157,2026-02-10 08:58:00.751157
294,10,537,click,2025-12-30 08:58:00.763124,2026-02-10 08:58:00.763124
295,10,529,preview_viewed,2026-02-04 08:58:00.768110,2026-02-10 08:58:00.768110
296,10,380,click,2026-02-04 08:58:00.778083,2026-02-10 08:58:00.778083
297,10,580,click,2026-02-10 08:58:00.795057,2026-02-10 08:58:00.795057
298,10,151,click,2026-01-10 08:58:00.809999,2026-02-10 08:58:00.809999
299,10,55,route_requested,2025-10-25 08:58:00.818999,2026-02-10 08:58:00.818999
300,11,193,preview_viewed,2025-12-29 08:58:00.825954,2026-02-10 08:58:00.825954
301,11,151,click,2026-01-28 08:58:00.832936,2026-02-10 08:58:00.832936
302,11,464,route_requested,2025-11-21 08:58:00.841384,2026-02-10 08:58:00.841384
303,11,51,click,2025-12-08 08:58:00.848895,2026-02-10 08:58:00.848895
304,11,51,preview_viewed,2026-01-14 08:58:00.852884,2026-02-10 08:58:00.852884
305,11,531,click,2026-01-17 08:58:00.860861,2026-02-10 08:58:00.860861
306,11,193,route_requested,2026-02-08 08:58:00.865848,2026-02-10 08:58:00.865848
307,11,510,route_requested,2026-01-25 08:58:00.875824,2026-02-10 08:58:00.875824
308,11,213,click,2026-01-10 08:58:00.878814,2026-02-10 08:58:00.878814
309,11,464,preview_viewed,2026-01-01 08:58:00.885869,2026-02-10 08:58:00.885869
310,11,336,route_requested,2025-12-16 08:58:00.892777,2026-02-10 08:58:00.892777
311,11,601,click,2026-01-18 08:58:00.901754,2026-02-10 08:58:00.901754
312,11,193,click,2026-01-31 08:58:00.908736,2026-02-10 08:58:00.908736
313,11,419,route_requested,2026-02-03 08:58:00.916712,2026-02-10 08:58:00.916712
314,11,426,search,2026-02-09 08:58:00.925689,2026-02-10 08:58:00.925689
315,11,345,click,2026-02-05 08:58:00.934665,2026-02-10 08:58:00.934665
316,11,60,click,2026-01-31 08:58:00.937658,2026-02-10 08:58:00.937658
317,11,207,click,2026-01-12 08:58:00.940648,2026-02-10 08:58:00.940648
318,11,78,search,2026-01-31 08:58:00.945949,2026-02-10 08:58:00.945949
319,11,51,preview_viewed,2026-01-14 08:58:00.949623,2026-02-10 08:58:00.949623
320,11,510,click,2026-01-19 08:58:00.958599,2026-02-10 08:58:00.958599
321,11,210,click,2026-01-22 08:58:00.961636,2026-02-10 08:58:00.961636
322,11,222,click,2025-11-02 08:58:00.965156,2026-02-10 08:58:00.965156
323,11,78,save,2025-11-06 08:58:00.970570,2026-02-10 08:58:00.970570
324,11,336,preview_viewed,2026-01-27 08:58:00.975556,2026-02-10 08:58:00.975556
325,11,531,search,2026-01-12 08:58:00.979545,2026-02-10 08:58:00.979545
326,11,324,search,2025-12-31 08:58:00.984531,2026-02-10 08:58:00.984531
327,11,419,click,2025-12-23 08:58:00.993509,2026-02-10 08:58:00.993509
328,11,474,search,2025-08-30 08:58:01.002485,2026-02-10 08:58:01.002485
329,11,284,skip,2026-01-08 08:58:01.005550,2026-02-10 08:58:01.005550
330,12,563,save,2026-01-06 08:58:01.010516,2026-02-10 08:58:01.011515
331,12,502,search,2025-10-13 08:58:01.015591,2026-02-10 08:58:01.015591
332,12,105,preview_viewed,2026-02-09 08:58:01.020488,2026-02-10 08:58:01.020488
333,12,76,preview_viewed,2026-02-02 08:58:01.023885,2026-02-10 08:58:01.023885
334,12,347,preview_viewed,2025-11-18 08:58:01.035859,2026-02-10 08:58:01.035859
335,12,504,route_requested,2026-01-26 08:58:01.043838,2026-02-10 08:58:01.043838
